<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_fall_les","edad_fall_les","edad_m1","g_edad_fall_les","estado_implicado","tipo_vehi","color_vehi","casusa_acc"
5925,7,"Diciembre","Domingo",23,"Guatemala","Guatemala","Urbano","11","Hombre","45","Mayor","45-49","Lesionado","Motocicleta","Gris","Choque"
5926,7,"Diciembre","Domingo",17,"Guatemala","Guatemala","Urbano","7","Hombre","26","Mayor","25-29","Lesionado","Automovil","Gris","Choque"
5927,7,"Diciembre","Domingo",17,"Guatemala","Guatemala","Urbano","7","Mujer","49","Mayor","45-49","Lesionado","Automovil","Gris","Choque"
5928,7,"Diciembre","Domingo",3,"Guatemala","Mixco","Urbano","4","Mujer","19","Mayor","15-19","Lesionado","Automovil","Blanco","Colisiono"
5929,7,"Diciembre","Domingo",3,"Guatemala","Mixco","Urbano","4","Mujer","19","Mayor","15-19","Lesionado","Automovil","Blanco","Colisiono"
5930,7,"Diciembre","Domingo",3,"Guatemala","Mixco","Urbano","4","Mujer","44","Mayor","40-44","Lesionado","Automovil","Blanco","Colisiono"
5931,7,"Diciembre","Domingo",3,"Guatemala","Mixco","Urbano","4","Mujer","30","Mayor","30-34","Lesionado","Automovil","Blanco","Colisiono"
5932,7,"Diciembre","Domingo",3,"Guatemala","Mixco","Urbano","4","Mujer","14","Menor","Menosr de 15","Lesionado","Automovil","Blanco","Colisiono"
5933,7,"Diciembre","Domingo",3,"Guatemala","Mixco","Urbano","4","Mujer","34","Mayor","30-34","Lesionado","Automovil","Blanco","Colisiono"
5934,7,"Diciembre","Domingo",23,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Motocicleta","Azul","Colisiono"
5935,7,"Diciembre","Domingo",4,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Automovil","Azul","Colisiono"
5936,7,"Diciembre","Domingo",4,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","28","Mayor","25-29","Lesionado","Automovil","Gris","Colisiono"
5937,7,"Diciembre","Domingo",13,"Suchitepéquez","Mazatenango","Rural","Ignorado","Mujer","6","Menor","Menosr de 15","Lesionado","Automovil","Verde","Colisiono"
5938,7,"Diciembre","Domingo",12,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","31","Mayor","30-34","Fallecido","Motocicleta","Azul","Choque"
5939,7,"Diciembre","Domingo",13,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","2","Menor","Menosr de 15","Fallecido","Bus extraurbano","Amarillo","Vuelco"
5940,7,"Diciembre","Domingo",13,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","34","Mayor","30-34","Fallecido","Bus extraurbano","Amarillo","Vuelco"
5941,7,"Diciembre","Domingo",13,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","45","Mayor","45-49","Fallecido","Bus extraurbano","Amarillo","Vuelco"
5942,7,"Diciembre","Domingo",13,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","20","Mayor","20-24","Fallecido","Bus extraurbano","Amarillo","Vuelco"
5943,7,"Diciembre","Domingo",13,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","37","Mayor","35-39","Fallecido","Bus extraurbano","Amarillo","Vuelco"
5944,7,"Diciembre","Domingo",13,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","11","Menor","Menosr de 15","Fallecido","Bus extraurbano","Amarillo","Vuelco"
5945,7,"Diciembre","Domingo",18,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Mujer","30","Mayor","30-34","Lesionado","Camioneta","Ignorado","Choque"
5946,7,"Diciembre","Domingo",18,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","10","Menor","Menosr de 15","Lesionado","Camioneta","Ignorado","Choque"
5947,7,"Diciembre","Domingo",18,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","6","Menor","Menosr de 15","Lesionado","Camioneta","Ignorado","Choque"
5948,7,"Diciembre","Domingo",18,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Mujer","40","Mayor","40-44","Lesionado","Camioneta","Ignorado","Choque"
5949,7,"Diciembre","Domingo",18,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Mujer","26","Mayor","25-29","Lesionado","Camioneta","Ignorado","Choque"
5950,7,"Diciembre","Domingo",18,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","6","Menor","Menosr de 15","Lesionado","Camioneta","Ignorado","Choque"
5951,7,"Diciembre","Domingo",18,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","45","Mayor","45-49","Lesionado","Camioneta","Ignorado","Choque"
5952,7,"Diciembre","Domingo",18,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","38","Mayor","35-39","Lesionado","Camioneta","Ignorado","Choque"
5953,7,"Diciembre","Domingo",18,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","63","Mayor","55 y más","Lesionado","Camioneta","Ignorado","Choque"
5954,7,"Diciembre","Lunes",10,"Guatemala","Guatemala","Urbano","11","Mujer","63","Mayor","55 y más","Lesionado","Automovil","Blanco","Colisiono"
5955,7,"Diciembre","Lunes",22,"Guatemala","Guatemala","Urbano","12","Hombre","35","Mayor","35-39","Lesionado","Panel","Blanco","Colisiono"
5956,7,"Diciembre","Lunes",10,"Guatemala","Guatemala","Urbano","12","Mujer","34","Mayor","30-34","Lesionado","Automovil","Azul","Colisiono"
5957,7,"Diciembre","Lunes",20,"Escuintla","Escuintla","Urbano","1","Mujer","33","Mayor","30-34","Lesionado","Motocicleta","Gris","Choque"
5958,7,"Diciembre","Lunes",1,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","27","Mayor","25-29","Lesionado","Mototaxi","Rojo","Colisiono"
5959,7,"Diciembre","Lunes",11,"Quetzaltenango","Almolonga","Urbano","1","Mujer","80","Mayor","55 y más","Fallecido","Ignorado","Ignorado","Colisiono"
5960,7,"Diciembre","Lunes",11,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","63","Mayor","55 y más","Fallecido","Ignorado","Ignorado","Choque"
5961,7,"Diciembre","Martes",9,"Guatemala","Guatemala","Urbano","1","Hombre","32","Mayor","30-34","Lesionado","Motocicleta","Blanco","Colisiono"
5962,7,"Diciembre","Martes",2,"Guatemala","Guatemala","Urbano","3","Hombre","25","Mayor","25-29","Lesionado","Pick up","Beige","Colisiono"
5963,7,"Diciembre","Martes",2,"Guatemala","Guatemala","Urbano","3","Hombre","37","Mayor","35-39","Lesionado","Motocicleta","Negro","Colisiono"
5964,7,"Diciembre","Martes",14,"Guatemala","Guatemala","Urbano","11","Hombre","32","Mayor","30-34","Fallecido","Motocicleta","Rojo","Colisiono"
5965,7,"Diciembre","Martes",21,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","29","Mayor","25-29","Lesionado","Motocicleta","Ignorado","Colisiono"
5966,7,"Diciembre","Martes",0,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","20","Mayor","20-24","Lesionado","Motocicleta","Rojo","Choque"
5967,7,"Diciembre","Martes",0,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Rojo","Choque"
5968,7,"Diciembre","Martes",9,"Totonicapán","Momostenango","Rural","Ignorado","Hombre","29","Mayor","25-29","Lesionado","Automovil","Verde","Colisiono"
5969,7,"Diciembre","Martes",14,"Izabal","Los Amates","Rural","Ignorado","Mujer","49","Mayor","45-49","Lesionado","Pick up","Ignorado","Colisiono"
5970,7,"Diciembre","Martes",14,"Izabal","Los Amates","Rural","Ignorado","Hombre","36","Mayor","35-39","Lesionado","Pick up","Ignorado","Colisiono"
5971,7,"Diciembre","Miercoles",13,"Guatemala","Guatemala","Urbano","1","Hombre","20","Mayor","20-24","Lesionado","Motocicleta","Blanco","Colisiono"
5972,7,"Diciembre","Miercoles",14,"Chiquimula","Ipala","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Motocicleta","Ignorado","Colisiono"
5973,7,"Diciembre","Miercoles",14,"Chiquimula","Ipala","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Motocicleta","Ignorado","Colisiono"
5974,7,"Diciembre","Miercoles",14,"Zacapa","Zacapa","Rural","Ignorado","Hombre","38","Mayor","35-39","Lesionado","Motocicleta","Gris","Colisiono"
5975,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","30","Mayor","30-34","Lesionado","Microbus","Celeste","Colisiono"
5976,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","47","Mayor","45-49","Lesionado","Camión","Ignorado","Colisiono"
5977,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","60","Mayor","55 y más","Fallecido","Microbus","Celeste","Colisiono"
5978,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","12","Menor","Menosr de 15","Fallecido","Microbus","Celeste","Colisiono"
5979,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","8","Menor","Menosr de 15","Fallecido","Microbus","Celeste","Colisiono"
5980,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","35","Mayor","35-39","Fallecido","Microbus","Celeste","Colisiono"
5981,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","40","Mayor","40-44","Fallecido","Microbus","Celeste","Colisiono"
5982,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Microbus","Celeste","Colisiono"
5983,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","54","Mayor","50-54","Lesionado","Microbus","Celeste","Colisiono"
5984,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","3","Menor","Menosr de 15","Lesionado","Microbus","Celeste","Colisiono"
5985,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","12","Menor","Menosr de 15","Lesionado","Microbus","Celeste","Colisiono"
5986,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Microbus","Celeste","Colisiono"
5987,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","32","Mayor","30-34","Lesionado","Microbus","Celeste","Colisiono"
5988,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","22","Mayor","20-24","Lesionado","Microbus","Celeste","Colisiono"
5989,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Microbus","Celeste","Colisiono"
5990,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","22","Mayor","20-24","Lesionado","Microbus","Celeste","Colisiono"
5991,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","41","Mayor","40-44","Lesionado","Microbus","Celeste","Colisiono"
5992,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","19","Mayor","15-19","Lesionado","Microbus","Celeste","Colisiono"
5993,7,"Diciembre","Miercoles",13,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Mujer","19","Mayor","15-19","Lesionado","Microbus","Celeste","Colisiono"
5994,7,"Diciembre","Miercoles",20,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","30","Mayor","30-34","Lesionado","Pick up","Anaranjado","Colisiono"
5995,7,"Diciembre","Miercoles",20,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","37","Mayor","35-39","Lesionado","Pick up","Blanco","Colisiono"
5996,7,"Diciembre","Miercoles",14,"Quiché","Chichicastenango","Rural","Ignorado","Mujer","24","Mayor","20-24","Lesionado","Automovil","Blanco","Choque"
5997,7,"Diciembre","Miercoles",17,"Chimaltenango","Tecpán Guatemala","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Motocicleta","Negro","Colisiono"
5998,7,"Diciembre","Jueves",19,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","56","Mayor","55 y más","Fallecido","Pick up","Azul","Colisiono"
5999,7,"Diciembre","Jueves",21,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","20","Mayor","20-24","Fallecido","Motocicleta","Rojo","Colisiono"
6000,7,"Diciembre","Jueves",3,"Guatemala","Guatemala","Urbano","12","Hombre","26","Mayor","25-29","Lesionado","Motocicleta","Negro","Choque"
6001,7,"Diciembre","Jueves",10,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Motocicleta","Rojo","Colisiono"
6002,7,"Diciembre","Jueves",10,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","40","Mayor","40-44","Lesionado","Motocicleta","Azul","Colisiono"
6003,7,"Diciembre","Jueves",10,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Lesionado","Motocicleta","Rojo","Colisiono"
6004,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Mujer","30","Mayor","30-34","Lesionado","Pick up","Negro","Vuelco"
6005,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","10","Menor","Menosr de 15","Lesionado","Pick up","Negro","Vuelco"
6006,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Mujer","11","Menor","Menosr de 15","Lesionado","Pick up","Negro","Vuelco"
6007,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","1","Menor","Menosr de 15","Lesionado","Pick up","Negro","Vuelco"
6008,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Pick up","Negro","Vuelco"
6009,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Mujer","47","Mayor","45-49","Lesionado","Pick up","Negro","Vuelco"
6010,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Mujer","1","Menor","Menosr de 15","Lesionado","Pick up","Negro","Vuelco"
6011,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Mujer","38","Mayor","35-39","Lesionado","Pick up","Negro","Vuelco"
6012,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Mujer","32","Mayor","30-34","Lesionado","Pick up","Negro","Vuelco"
6013,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","13","Menor","Menosr de 15","Lesionado","Pick up","Negro","Vuelco"
6014,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","9","Mayor","Menosr de 15","Lesionado","Pick up","Negro","Vuelco"
6015,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","5","Menor","Menosr de 15","Lesionado","Pick up","Negro","Vuelco"
6016,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","32","Mayor","30-34","Lesionado","Pick up","Negro","Vuelco"
6017,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","40","Mayor","40-44","Lesionado","Pick up","Negro","Vuelco"
6018,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","1","Menor","Menosr de 15","Lesionado","Pick up","Negro","Vuelco"
6019,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Mujer","29","Mayor","25-29","Fallecido","Pick up","Negro","Vuelco"
6020,7,"Diciembre","Jueves",8,"Baja Verapaz","Purulhá","Rural","Ignorado","Mujer","21","Mayor","20-24","Fallecido","Pick up","Negro","Vuelco"
6021,7,"Diciembre","Jueves",17,"El Progreso","Sanarate","Rural","Ignorado","Hombre","38","Mayor","35-39","Lesionado","Pick up","Azul","Choque"
6022,7,"Diciembre","Jueves",17,"El Progreso","Sanarate","Rural","Ignorado","Hombre","65","Mayor","55 y más","Lesionado","Pick up","Azul","Choque"
6023,7,"Diciembre","Jueves",0,"Quiché","Ixcán","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Motocicleta","Rojo","Colisiono"
6024,14,"Diciembre","Viernes",21,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Automovil","Verde","Colisiono"
6025,14,"Diciembre","Viernes",21,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Automovil","Gris","Colisiono"
6026,14,"Diciembre","Viernes",3,"Guatemala","Guatemala","Urbano","12","Hombre","30","Mayor","30-34","Lesionado","Motocicleta","Rojo","Vuelco"
6027,14,"Diciembre","Viernes",3,"Guatemala","Guatemala","Urbano","12","Hombre","26","Mayor","25-29","Lesionado","Motocicleta","Rojo","Vuelco"
6028,14,"Diciembre","Viernes",10,"Jutiapa","Jutiapa","Urbano","3","Hombre","16","Menor","15-19","Lesionado","Motocicleta","Negro","Colisiono"
6029,14,"Diciembre","Viernes",22,"Chiquimula","Chiquimula","Rural","Ignorado","Mujer","19","Mayor","15-19","Lesionado","Motocicleta","Ignorado","Vuelco"
6030,14,"Diciembre","Viernes",0,"Retalhuleu","San Martín Zapotitlán ","Rural","Ignorado","Hombre","20","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
6031,14,"Diciembre","Viernes",7,"San Marcos","Ayutla","Rural","Ignorado","Hombre","63","Mayor","55 y más","Fallecido","Motocicleta","Ignorado","Vuelco"
6032,14,"Diciembre","Viernes",0,"Huehuetenango","San Pedro Necta","Rural","Ignorado","Hombre","26","Mayor","25-29","Fallecido","Bus urbano","Corinto","Vuelco"
6033,14,"Diciembre","Viernes",0,"Huehuetenango","San Pedro Necta","Rural","Ignorado","Mujer","20","Mayor","20-24","Lesionado","Bus urbano","Corinto","Vuelco"
6034,14,"Diciembre","Viernes",0,"Huehuetenango","San Pedro Necta","Rural","Ignorado","Hombre","3","Menor","Menosr de 15","Lesionado","Bus urbano","Corinto","Vuelco"
6035,14,"Diciembre","Viernes",0,"Huehuetenango","San Pedro Necta","Rural","Ignorado","Mujer","29","Mayor","25-29","Lesionado","Bus urbano","Corinto","Vuelco"
6036,14,"Diciembre","Viernes",15,"Petén","San José_duplicated_1702","Rural","Ignorado","Hombre","72","Mayor","55 y más","Lesionado","Pick up","Ignorado","Vuelco"
6037,14,"Diciembre","Viernes",15,"Petén","San José_duplicated_1702","Rural","Ignorado","Mujer","19","Mayor","15-19","Lesionado","Pick up","Ignorado","Vuelco"
6038,14,"Diciembre","Viernes",15,"Petén","San José_duplicated_1702","Rural","Ignorado","Mujer","47","Mayor","45-49","Lesionado","Pick up","Ignorado","Vuelco"
6039,14,"Diciembre","Viernes",15,"Petén","San José_duplicated_1702","Rural","Ignorado","Mujer","24","Mayor","20-24","Lesionado","Pick up","Ignorado","Vuelco"
6040,14,"Diciembre","Viernes",15,"Petén","San José_duplicated_1702","Rural","Ignorado","Mujer","46","Mayor","45-49","Lesionado","Pick up","Ignorado","Vuelco"
6041,14,"Diciembre","Viernes",15,"Petén","San José_duplicated_1702","Rural","Ignorado","Mujer","34","Mayor","30-34","Lesionado","Pick up","Ignorado","Vuelco"
6042,14,"Diciembre","Viernes",15,"Petén","San José_duplicated_1702","Rural","Ignorado","Mujer","60","Mayor","55 y más","Lesionado","Pick up","Ignorado","Vuelco"
6043,14,"Diciembre","Viernes",15,"Petén","San José_duplicated_1702","Rural","Ignorado","Hombre","27","Mayor","25-29","Lesionado","Pick up","Ignorado","Vuelco"
6044,14,"Diciembre","Viernes",2,"Sacatepéquez","Pastores","Rural","Ignorado","Hombre","31","Mayor","30-34","Lesionado","Motocicleta","Azul","Choque"
6045,14,"Diciembre","Viernes",2,"Sacatepéquez","Pastores","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Motocicleta","Azul","Choque"
6046,15,"Diciembre","Sábado",19,"Escuintla","Escuintla","Rural","Ignorado","Hombre","28","Mayor","25-29","Lesionado","Motocicleta","Azul","Vuelco"
6047,15,"Diciembre","Sábado",18,"Escuintla","Masagua","Rural","Ignorado","Hombre","29","Mayor","25-29","Lesionado","Automovil","Blanco","Vuelco"
6048,15,"Diciembre","Sábado",18,"Escuintla","Masagua","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Automovil","Blanco","Vuelco"
6049,15,"Diciembre","Sábado",18,"Escuintla","Masagua","Rural","Ignorado","Mujer","28","Mayor","25-29","Lesionado","Automovil","Blanco","Vuelco"
6050,15,"Diciembre","Sábado",19,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Lesionado","Motocicleta","Ignorado","Colisiono"
6051,15,"Diciembre","Sábado",19,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Lesionado","Motocicleta","Ignorado","Colisiono"
6052,15,"Diciembre","Sábado",19,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Lesionado","Motocicleta","Ignorado","Colisiono"
6053,15,"Diciembre","Sábado",23,"Quetzaltenango","Cantel","Rural","Ignorado","Hombre","62","Mayor","55 y más","Fallecido","Pick up","Azul","Vuelco"
6054,15,"Diciembre","Sábado",23,"Quetzaltenango","Cantel","Rural","Ignorado","Hombre","65","Mayor","55 y más","Fallecido","Pick up","Azul","Vuelco"
6055,15,"Diciembre","Sábado",19,"Huehuetenango","San Antonio Huista","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Lesionado","Pick up","Verde","Vuelco"
